title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Dulhan Wahi Jo Piya Man Bhaye,tt0150417,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Dulhan_Wohi_Jo_Piya_Man_Bhaaye%2C_1977_film.jpg/220px-Dulhan_Wohi_Jo_Piya_Man_Bhaaye%2C_1977_film.jpg,https://en.wikipedia.org/wiki/Dulhan_Wahi_Jo_Piya_Man_Bhaye,Dulhan Wahi Jo Piya Man Bhaaye,Dulhan Wahi Jo Piya Man Bhaaye,0,1977,165,Drama|Family|Musical,8.1,51.0,Wealthy businessman  Harkishan  lives in a palatial house  with his womanizing and alcoholic grandson  Prem. He would like Prem to get married  settle down  and look after the business  but Prem refuses to do so  unless and until he is permitted to wed his girlfriend  Rita. Harkishan reluctantly agrees and wants to set a date for the marriage. Before that could happen Harkishan's health fails and he suffers a heart attack. Fearing that he is not going to live long enough  he asks Prem to introduce him to his bride-to-be. Prem accordingly brings Rita home  where she is welcomed by everyone. Harkishan approves of her instantly  she begins to look after him  he starts to recover  and eventually ends up entrusting her with the keys to the household  as well as to the safe. What Harkishan does not know is that Rita is not who she claims to be  but is  in fact  a street florist named Kammo. Watch what happens when Kammo decides to run the lives of Harkishan and Prem on her own terms.,Wealthy businessman  Harkishan  lives in a palatial house  with his womanizing and alcoholic grandson  Prem. He would like Prem to get married  settle down  and look after the business  but...                    ,,Rameshwari|Prem Krishan|Madan Puri|Shyamali|Iftekhar|Jagdeep|Leela Mishra|Sunder|Shivraj|Viju Khote|,2 wins,28 October 1983 (Portugal)
Dream Girl (1977 film),tt0157556,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Dream_Girl_film_poster.jpg/220px-Dream_Girl_film_poster.jpg,https://en.wikipedia.org/wiki/Dream_Girl_(1977_film),Dream Girl,Dream Girl,0,1977,\N,Romance|Thriller,6.0,165.0,Sapna  who works under a number of aliases  is a modern day female Robin Hood  who steals from whoever she can  so that she can maintain a home for orphans. One day she meets with wealthy and eligible bachelor  Anupam Verma  and poses as a wealthy princess. He takes her to meet his grandparents  and even lets her live in his palatial bunglow. But soon Sapna's past catches up with her  when she is recognized as Champabai  a prostitute.,Sapna  who works under a number of aliases  is a modern day female Robin Hood  who steals from whoever she can  so that she can maintain a home for orphans. One day she meets with wealthy ...                    ,,Ashok Kumar|Dharmendra|Hema Malini|Prem Chopra|Lalita Pawar|Dina Pathak|Komilla Virk|Alka|Pinchoo Kapoor|S.N. Banerjee|D.K. Sapru|Praveen Paul|Birbal|Kuljeet|,,
Farishta Ya Qatil,tt0367723,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Farishta_Ya_Qatil.jpg/220px-Farishta_Ya_Qatil.jpg,https://en.wikipedia.org/wiki/Farishta_Ya_Qatil,Farishta Ya Qatil,Farishta Ya Qatil,0,1977,126,Action|Drama,4.8,8.0,After a train crash in a desert  a convicted murderer becomes the unlikely saviour of the survivors against a bunch of opportunistic criminals.,After a train crash in a desert  a convicted murderer becomes the unlikely saviour of the survivors against a bunch of opportunistic criminals.,,Shashi Kapoor|Rekha|Jayshree T.|Yunus Parvez|Utpal Dutt|,,
Haiwan,tt0360626,https://upload.wikimedia.org/wikipedia/en/6/6f/Haiwan.jpg,https://en.wikipedia.org/wiki/Haiwan,Haiwan,Haiwan,0,1977,107,Musical|Mystery|Thriller,6.0,8.0,Haiwan has a moral to teach. When parents become too indifferent and neglect their children  the child out of agony and attention from his parents becomes psychological case. Hate grows in his sub-conscious mental state  which lets loose slowly  the evil handcuffed in his soul. This child becomes a man of prey... a Beast  a monster Haiwan. This movie has many intresting episodes of working girls  their problems  their relations  their dreams and fear of meeting the Haiwan of their life. To name a few there is a girl Sultana who her first love with police officer. Lily  the widow of a military officer  earns her livelihood through floorshow along with her partner Rakesh. School teacher  Miss Pradhan  and her problems with her family members. Romana whose lover  a naval officer  who has gone out of India. The main character is a press reporter named Jaya. Her profession demands to probe deep into matters due to which she gets emotionally involved with the central character a retired ...,A maniac serial killer on the prowl  hunting assorted nubile lasses. A mentally unstable ex-army officer who is an utter misogynist. Are they the same man?,,Laxmi Chhaya|Manik Dutt|Padma Khanna|Neena Mahapatra|Deb Mukherjee|Joy Mukherjee|Raja Mukherjee|Ram Mukherjee|Toy Mukherjee|Prema Narayan|Nazneen|Dharam Pal|Sunila Pradhan|Rakesh Roshan|,,
Gharaonda,tt0150718,,https://en.wikipedia.org/wiki/Gharaonda,Gharaonda,Gharaonda,0,1977,141,Drama|Romance,6.9,166.0,This film is about a young working couple  who strive to build a home for themselves in the city of Bombay  so that they can get married. Both come from lower-middle class families and both aspire to a better future. Unfortunately  they develop different views on how to proceed  after a major setback shakes their confidence  especially in the case of the young man. Deeply involving drama does not take the easy way out.,A story young  middle-class urban working couple wanting to get married and their tribulations in finding a house in the city of Mumbai.,,Amol Palekar|Zarina Wahab|Sadhu Meher|Shreeram Lagoo|Jalal Agha|Dina Pathak|Preetam Baily|T.P. Jain|,2 wins & 1 nomination,25 January 1984 (Portugal)
Hatyara,tt0373891,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Hatyara_poster.jpg/220px-Hatyara_poster.jpg,https://en.wikipedia.org/wiki/Hatyara,Hatyara,Hatyara,0,1977,\N,Action|Crime,6.6,25.0,Daulat Singh and Bhairav Singh are bandits in India and live a violent lifestyle. Daulat is married to Shanta and has two children  Vijay and Geeta. One Diwali he accidentally kills a man  leaving behind a son and his mother almost destitute. Moved by their plight  he surrenders to the Police  is arrested  tried in Court  and sentenced to life in prison. Whatever money he earns in prison  he sends it to the widow and her son. Due to his good conduct  he is discharged after several years and returns home to his now grown-up Forest Officer son  and matured daughter. The village welcomes him back and also honors him. He meets with the local Thakur and arranges Vijay's marriage with his daughter  Gauri  who love each other. Inspector Prakash  Vijay's friend  has fallen in love with Geeta and Daulat is more than happy to get them married also. Geeta's marriage is arranged  but on that the day of the wedding  Prakash's mother recognizes Daulat as the man who killed her husband  and decides ...,Daulat Singh and Bhairav Singh are bandits in India and live a violent lifestyle. Daulat is married to Shanta and has two children  Vijay and Geeta. One Diwali he accidentally kills a man  ...                    ,,Vinod Khanna|Moushumi Chatterjee|Rakesh Roshan|Pran|Nirupa Roy|Mehmood|Rajesh Khanna|Dev Kumar|Pradeep Kumar|Manmohan|Raj Kumar|Raj Mehra|Kanhaiyalal Chaturvedi|Chand Usmani|,,4 July 1977 (India)
Hira Aur Patthar,tt0156608,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Hira_Aur_Patthar.jpg/220px-Hira_Aur_Patthar.jpg,https://en.wikipedia.org/wiki/Hira_Aur_Patthar,Hira Aur Patthar,Hira Aur Patthar,0,1977,125,Family,5.8,9.0,A young crusader struggles to free the poor peasants from the clutches of corrupt trustees of the town. He decides to take any measures to get justice.,A young crusader struggles to free the poor peasants from the clutches of corrupt trustees of the town. He decides to take any measures to get justice.,,Ashok Kumar|Shashi Kapoor|Shabana Azmi|Asrani|Bindu|Narendra Nath|Jayshree T.|Bharat Bhushan|Chandrashekhar|Vatsala Deshmukh|Vandna Shashtri|Pinchoo Kapoor|Raj Mehra|Asit Kumar Sen|,,9 May 1977 (India)
Hum Kisise Kum Naheen,tt0076167,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Hum_Kisise_Kum_Naheen.jpg/220px-Hum_Kisise_Kum_Naheen.jpg,https://en.wikipedia.org/wiki/Hum_Kisise_Kum_Naheen,Hum Kisise Kum Naheen,Hum Kisise Kum Naheen,0,1977,169,Action|Comedy|Drama,7.1,410.0,Rajesh belonged to a wealthy family his father turned all his savings from Africa into diamonds and hid it in a belt and was returning to India where he is followed by gang of smugglers he passes away due to heart attack and gives the belt to a stranger Kishorilal to give it to Rajesh.In order to escape from the smugglers Kishorilal hides the belt in a cycle tool box with initials as SK.Kishorilal and Ram Kumar had decided to marry their kids Sanjay (SK) and Sunita in childhood.But years later Kishorillal is a wealthy man and breaks his promise as Ram Kumar is still poor.Rajesh is told by Manjeet and Saudagar Singh that his diamonds are with Kishorilal and to get them back he would have to woo his daughter Sunita pretending to be as Manjeet.Sanjay starts to work as a manager for Rakesh and Sunita is about to meet him.He feels betrayal from Sunita as Rajesh entered her life and pretends to be him and both fall in love.But the truth soon comes out and Rajesh is also unaware that ...,Rajesh belonged to a wealthy family his father turned all his savings from Africa into diamonds and hid it in a belt and was returning to India where he is followed by gang of smugglers he ...                    ,,Rishi Kapoor|Tariq|Kaajal Kiran|Amjad Khan|Om Shivpuri|Kamal Kapoor|Ravindra Kapoor|Rinku|Vimal Ahuja|Ashoo|Sushma Shreshta|Murad|Tom Alter|Master Bunty|,4 wins,25 August 1977 (India)
Immaan Dharam,tt0076177,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Immaan_Dharam.jpg/220px-Immaan_Dharam.jpg,https://en.wikipedia.org/wiki/Immaan_Dharam,Immaan Dharam,Immaan Dharam,0,1977,156,Action|Drama,5.7,150.0,This is a story about two guys who act as mock witnesses and always hang around court to give evidence as per the requirement of the case every time. They have never believed in God but eventually they have to accept the power of God. Ahmed and Mohan Kumar Saxena are petty thieves  and con-men. They career is spent as false witnesses near the Bombay courts  where they get paid a set sum of rupees for false depositions. This changes when they meet and are influenced by Kabir Das  and decide to go straight. They find that it's virtually impossible to earn a living as honest citizens. Then Kabir Das is arrested and imprisoned by a murder he claims he did not commit  and the duo promise to help him  and find out who the real killer is  but they themselves end up getting in trouble.,This is a story about two guys who act as mock witnesses and always hang around court to give evidence as per the requirement of the case every time. They have never believed in God but ...                    ,,Shashi Kapoor|Sanjeev Kumar|Amitabh Bachchan|Rekha|Aparna Sen|Helen|Prem Chopra|Om Shivpuri|Shreeram Lagoo|Utpal Dutt|Amrish Puri|A.K. Hangal|M.B. Shetty|Sudhir|,,14 January 1977 (India)
Inkaar (1977 film),tt0366616,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Inkaar_%281977%29.jpg/220px-Inkaar_%281977%29.jpg,https://en.wikipedia.org/wiki/Inkaar_(1977_film),Inkaar,Inkaar,0,1977,135,Mystery|Thriller,7.0,159.0,Haridas Choudhry lives a wealthy lifestyle in Bombay  India  along with his wife  Sonu  son  Guddu  and sister  Geeta. He had started his career as a lowly cobbler on a the corner of a busy street  but is now the owner of a shoe company. His associates want him to make shoes that wear out soon  but he refuses to do so  and would like to buy out National Shoes for 20 Lakh Rupees. He withdraws the money  but before he could undertake the transaction  Guddu gets kidnapped  and the demand from his abductors is for 20 Lakhs. Much to his relief he finds out that his servant's son  Bansi  has been mistakenly abducted in place of his son. Nevertheless he decides to pay the ransom  this time with the help of Inspector Amarnath Gill  his sister's estranged boyfriend  who he had turned down as he was not wealthy enough. The money is turned over to the kidnappers  two associates  Manmohan and Preeti  are arrested  Bansi is found and returned to his dad. But the money and the real abductor  Raj ...,A police detective helps a wealthy shoe company owner search for the young son of the owner's chaufeur whom was kidnapped by a disgruntled ex-employee and his gang for a large ransom.,,Vinod Khanna|Vidya Sinha|Shreeram Lagoo|Sadhu Meher|Amjad Khan|M. Rajan|Lily Chakravarty|Master Rajesh|Bharat Kapoor|Raju Shrestha|Ranjita Thakur|Sheetal|Harish Magon|Shekhar Purohit|,,
Jadu Tona,tt0245977,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Jadu_Tona.jpg/220px-Jadu_Tona.jpg,https://en.wikipedia.org/wiki/Jadu_Tona,Jadu Tona,Jadu Tona,0,1977,112,Horror|Romance,6.0,40.0,Amirchand a big businessmen comes to his villages with his daughter's Varsha and Harsha.While entering the village Amirchand disrespects a village holy tree as he believes it to be superstitious.Varsha is busy with her novels while little Pinky is enjoying in the village roaming in fields and everywhere.Once she reaches an abandoned mansion where an old man asks her to open a bottle and gets possessed by ghost of Pannalal.The change in Pinky's behavior makes Amirchand take psychiatrist help from Dr Kailash.Pinky possessed by spirit of Pannalal goes on killing people behind his death.As there is no improvement in her condition villager believe its a curse for disrespecting the holy tree.,A little girl's body gets eerily possessed by a criminal's soul to get revenge on some of his former criminal friends.,,Ashok Kumar|Feroz Khan|Reena Roy|Prem Chopra|Baby Pinky|Prem Nath|Kanhaiyalal Chaturvedi|Leela Mishra|Ramesh Deo|K.N. Singh|Mukri|V.D. Puranik|Pandey|Vijaya Bhanu|,,1 January 1977 (India)
Jallian Wala Bagh,tt0322814,,https://en.wikipedia.org/wiki/Jallian_Wala_Bagh,Jallian Wala Bagh,Jallian Wala Bagh,0,1977,185,History,7.1,32.0,The whole film is a story about Jallianwala Bagh massacre in Amritsar.,The whole film is a story about Jallianwala Bagh massacre in Amritsar.,,Shabana Azmi|Gulzar|Vinod Khanna|Ram Mohan|Deepti Naval|Balraj Sahni|Parikshat Sahni|Om Shivpuri|,,29 April 2016 (India)
Jay Vejay,tt0255267,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Jay_Vejay.jpg/220px-Jay_Vejay.jpg,https://en.wikipedia.org/wiki/Jay_Vejay,Jai-Vijay,Jai-Vijay,0,1977,152,Action|Adventure|Drama,5.4,12.0,When the rulers of Malwa  Pushpapuri and Paanchal find out that their respective kingdoms are under attack by Jung forces  they consolidate their wealth  hide it underground  surrounded by 3 statutes of Hindu Deities  hide it's location in 3 different necklaces  which are then handed over from generation to generation of their respective queens. 200 years later Shamsher Jung attacks and takes over the kingdom of Malwa  forcing Maharaj Dharampal Singh to flee and be eventually be separated from his wife  and two sons  Jay and Vejay. Years later Dharampal is still in hiding away from his wife  Jay has been brought by a bandit named Bhavani Singh  and is now known and feared as Sher Singh  while Vejay is the Senapati of none other than Malwa's Maharaj  Diler Jung  the son of Shamsher. Everyone's path will collide  albeit unknowingly  when they confront each other and race to be the first to take possession of the hidden wealth.,When the rulers of Malwa  Pushpapuri and Paanchal find out that their respective kingdoms are under attack by Jung forces  they consolidate their wealth  hide it underground  surrounded by ...                    ,,Jeetendra|Reena Roy|Prem Krishan|Bindiya Goswami|Om Shivpuri|Satyendra Kapoor|Urmila Bhatt|Roopesh Kumar|Kamal Kapoor|Lalita Pawar|Paintal|Brahmachari|Sheetal|Sarla Yeolekar|,,24 January 1980 (Portugal)
Kachcha Chor,tt0359528,,https://en.wikipedia.org/wiki/Kachcha_Chor,Kachcha Chor,Kachcha Chor,0,1977,\N,Drama,4.4,7.0,,Add a Plot »,,Randhir Kapoor|Rekha|Som Dutt|Ranjeet|Jankidas|Helen|,,
Kalabaaz,tt0275442,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Kalabaaz.jpg/220px-Kalabaaz.jpg,https://en.wikipedia.org/wiki/Kalabaaz,Kalabaaz,Kalabaaz,0,1977,145,Action|Adventure|Drama,6.1,23.0,Daredevil Circus trapeze artistes  Vijay and Radha  who also goes by the name of Lisa  are in love with each other. The circus is run by Radha's dad  G.D. Sapru. One day they decide to do another daredevil act without any safety net support to break their fall. As a result  Radha misses Vijay and falls down to the ground  is seriously wounded  and hospitalized. After she recovers  she is told that her face has been completely disfigured. She decides not to show her face to Vijay and goes abroad forever. Then Vijay is approached by a group of Hindu priests who want him to locate two statues of Bhagwan Shri Kishan and Devi Maa Radha through the treacherous and mountainous region between India and Burma. Vijay agrees to do so and accompanied by Mangu  Changu  Sandoz  they set out on their journey. They are met with G.D. Sapru and his niece  Tina  who looks like Radha. Vijay meets a dying Poojary  who tells him the secret location of the statues and passes away. Vijay bravely sets forth  ...,Daredevil Circus trapeze artistes  Vijay and Radha  who also goes by the name of Lisa  are in love with each other. The circus is run by Radha's dad  G.D. Sapru. One day they decide to do ...                    ,,Dev Anand|Zeenat Aman|Pradeep Kumar|Sujit Kumar|Dev Kumar|Asrani|Tarun Ghosh|Hercules|A.K. Hangal|Maruti|Lalita Kumari|Ram Mohan|Mohan Sherry|Probir Roy|,,
Karm,tt0158698,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Karm_1977.jpg/220px-Karm_1977.jpg,https://en.wikipedia.org/wiki/Karm,Karm,Karm,0,1977,156,Drama|Family,6.9,51.0,Retired Judge Shyamlal Kumar lives in a palatial home with his wife and only son  Arvind  who is now studying law and is on his way to become a lawyer  and after that a judge just like his dad. Arvind meets with beautiful Asha Shastri  both fall in love and would like to get married. Asha introduces Arvind to her astrologer dad  Chintamani  who instantly approves of Arvind; while both Shyamlal and his wife give their blessings and approval to Asha. But when Chintamani  whose predictions always prove to be accurate  sees a dark future for the young couple  withdraws his blessings and asks them not to marry each other. Spooked by this  Shyamlal and his wife also ask Arvind to marry someone else. But both Arvind and Asha believe that nothing bad will befall them  and they start living together without getting married. This raises ire in their conservative community and both are blacklisted. Asha becomes pregnant  and soon they start making plans for the new addition in the family. What ...,Retired Judge Shyamlal Kumar lives in a palatial home with his wife and only son  Arvind  who is now studying law and is on his way to become a lawyer  and after that a judge just like his ...                    ,,Rajesh Khanna|Vidya Sinha|Shabana Azmi|Asrani|Kumari Naaz|Iftekhar|Prema Narayan|Achala Sachdev|Om Shivpuri|Roopesh Kumar|Dinesh Thakur|Master Bittoo|,,29 April 1977 (India)
Kasum Khoon Ki,tt0298952,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Kasum_Khoon_Ki.jpg/220px-Kasum_Khoon_Ki.jpg,https://en.wikipedia.org/wiki/Kasum_Khoon_Ki,Kasum Khoon Ki,Kasum Khoon Ki,0,1977,\N,Action|Thriller,5.4,8.0,Kishan has to come up with Rs.25 000/- in less than six months in order to get his sister married to Dharamdas' son. He is told that it is virtually impossible in this time and age to come up with this amount  unless one is involved in smuggling  drugs  and robberies. Kishan decides to re-locate to Bombay  and try and earn the money. He meets with Gafoore Mistry  and together they set out to accumulate the money  trying all sorts of chores  including stunt driving for movies. Kishan then rescues a young woman named Radha from hoodlums  and learns from her that her cop brother  Laxman  is imprisoned for a murder he did not commit  and is to be hanged soon. Kishan decides to help her brother  and in order to do this  he gets himself arrested and imprisoned in the same jail as Laxman. This is where he will learn that life is not all that easy  and there are easier ways to make the 25 000 rupess he needs for the marriage of his sister.,Kishan has to come up with Rs.25 000/- in less than six months in order to get his sister married to Dharamdas' son. He is told that it is virtually impossible in this time and age to come ...                    ,,Asrani|Prem Chopra|Tarun Ghosh|Aruna Irani|Farida Jalal|Jankidas|Jeetendra|Shakti Kapoor|Amjad Khan|Raj Kishore|Roopesh Kumar|Sujit Kumar|Murad|Sulakshana Pandit|,,
Khoon Pasina,tt0076259,https://upload.wikimedia.org/wikipedia/en/3/32/Khoon_Pasina.jpg,https://en.wikipedia.org/wiki/Khoon_Pasina,Khoon Pasina,Khoon Pasina,0,1977,210,Action|Drama,6.3,330.0,Ram alias Tiger is the local criminal don in his part of the town where he lives with his mother. His mother wants him to marry and settle down  and give up his criminal activities. Ram meets with Rekha and both are attracted to each other  and soon get married. Rekha is appalled at the way Ram leads his life  with everyone around petrified of him. She asks Ram to give up his criminal activities  and get a job. Ram agrees  but the question is will he keep to his promise or will he just pretend to be honest in front of Rekha. And on the other hand is Shera  a dacait with a good heart. Both Ram and Shera are rivals. When Shera hears of Ram attemtping to go straight  he decides to move in on Ram's territory  with results that will change their lives forever.,Ram alias Tiger is the local criminal don in his part of the town where he lives with his mother. His mother wants him to marry and settle down  and give up his criminal activities. Ram ...                    ,,Amitabh Bachchan|Vinod Khanna|Rekha|Nirupa Roy|Helen|,,21 January 1977 (India)
Khel Khilari Ka,tt0363739,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Khel_Khilari_Ka.jpg/220px-Khel_Khilari_Ka.jpg,https://en.wikipedia.org/wiki/Khel_Khilari_Ka,Khel Khilari Ka,Khel Khilari Ka,0,1977,90,Action|Thriller,6.3,42.0,After watching his father  Masterji  getting killed; his sister  Laxmi  getting sexually assaulted by Sangram Singh  Dharamdas and Nandan  and then killing herself; and his younger brother  Munna  being thrown in a river  Ajit swears to avenge this during this lifetime. He starts by killing Nandan the very next day  and then absconding to Bombay  where he takes to crime with the help of Mohan. Years later Ajit has accumulated a lot of wealth through crime  is known as Rajasaab and also as Shaki Lutera. He still thirsts for revenge and does get a chance to kill the second of the three assailants  namely Dharamdas  but Sangram Singh continues to elude him. One day when his vehicle breaks down  a young man comes to fix it. Ajit notices that he has the same tattoo as his and is overjoyed to be reunited with his younger brother. Ajit does not know that the man claiming to be his brother is none other than Sangram Singh's only son  who wants to find out about Ajit's weaknesses and then ...,After watching his father  Masterji  getting killed; his sister  Laxmi  getting sexually assaulted by Sangram Singh  Dharamdas and Nandan  and then killing herself; and his younger brother ...                    ,,Dharmendra|Shabana Azmi|Dhruv|Dev Kumar|Narendra Nath|Mehmood Jr.|Komilla Virk|Ravi|Johnny Walker|Sujata Bakshi|Bharat Bhushan|Shyama|Sajjan|Hiralal|,,18 April 1977 (India)
Kinara (film),tt0215902,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Kinara.jpg/220px-Kinara.jpg,https://en.wikipedia.org/wiki/Kinara_(film),Kinara,Kinara,0,1977,139,Drama|Romance,6.7,105.0,Aarti  a dancer  is grieving over the death of her lover  Chandan. She is befriended by Inder who eventually falls in love with her. But a revelation about their connected past leaves them in shock.,Aarti  a dancer  is grieving over the death of her lover  Chandan. She is befriended by Inder who eventually falls in love with her. But a revelation about their connected past leaves them in shock.,,Jeetendra|Hema Malini|Dharmendra|Shreeram Lagoo|Keshto Mukherjee|Leela Mishra|Om Shivpuri|,1 nomination,
Kissa Kursi Ka,tt0311401,,https://en.wikipedia.org/wiki/Kissa_Kursi_Ka,Kissaa Kursee Kaa,Kissaa Kursee Kaa,0,1978,142,Drama,7.2,109.0,Elections are soon to be held in Jan Gan  and the two main rivals are Bhikharimal and Garibdas  who are contesting under their symbols of a horse and a cycle. Then Meera and Gopal recruit a poor male  Gangaram  who assists his employer to sell fake herbs and medicines  including a birth-control pill 'Sanjay Sanjeevni'  to stand for elections. Armed with a tonic-shot of Netagiri; a pill for Revolution; and a needle-shot of Socialism  Gangaram competes to be the next president with a symbol of a car. Meera then bribes the two main competitors and gets them to withdraw from the race  thus ensuring an easy win for Gangaram  who is then elected President. On his very first day  Gangaram learns that it is more practical to worship his Kursee  as well as listen to it's 8 Dictums. Then he decides to live it up during the daytime  and sleep with his busty Personal Secretary  Ruby Dixsana  at night. He then sets about to woo a dumb and naive woman  ironically named Janta (Public)  and then ...,The story of an evil politician.,,Shabana Azmi|Raj Babbar|Chaman Bagga|Utpal Dutt|Raj Kiran|Katy Mirza|Surekha Sikri|Manohar Singh|Rehana Sultan|,,16 February 1978 (India)
Kitaab,tt0215907,https://upload.wikimedia.org/wikipedia/en/7/72/KitaabFilmPoster.jpg,https://en.wikipedia.org/wiki/Kitaab,Kitaab,Kitaab,0,1977,124,Drama,7.4,170.0,A young boy lives with his sister away from his mother to study in school. However  he is neither fond of the school nor his new home and decides to run away to be with his mother.,A young boy lives with his sister away from his mother to study in school. However  he is neither fond of the school nor his new home and decides to run away to be with his mother.,,Uttam Kumar|Vidya Sinha|Shreeram Lagoo|Raju Shrestha|Master Tito|Lucky Ali|Pankaj|Anees|Indrani Mukherjee|Ram Mohan|Dina Pathak|Keshto Mukherjee|Asit Kumar Sen|T.P. Jain|,,31 December 1977 (India)
Kotwal Saab,tt0244596,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Kotwal_Saab.jpg/220px-Kotwal_Saab.jpg,https://en.wikipedia.org/wiki/Kotwal_Saab,Kotwal Saab,Kotwal Saab,0,1977,\N,Action|Crime|Drama,6.0,20.0,Bharat Prasad Sharma lives a middle-class lifestyle along with his brother in a small town in India. His brother falls in love with Saraswati and both get intimate. Then Saraswati gets pregnant and both get married. Bharat does not approve of Saraswati and breaks off all relations  even dividing the house into two. Now Bharat is the Deputy Superintendent of Police and is assigned to take charge of a Police Station in a small town that is being ruled by a criminal don and soon-to-be Member of the Legislative Assembly  Dharam Kohli. Immediately upon his arrival he dramatically suspends Inspector Thakur  and arrests Dharam - only to release him due to medical reasons. A frustrated Bharat volunteers to go under cover and expose Dharam. He rents a room with John Fernandes  falls in love with co-tenant  Prabha  and marries her. With Prabha and John's help he gathers enough evidence to arrest Dharam little knowing that Prabha has a secret she kept from him - namely that she was in love with ...,Bharat Prasad Sharma lives a middle-class lifestyle along with his brother in a small town in India. His brother falls in love with Saraswati and both get intimate. Then Saraswati gets ...                    ,,Shatrughan Sinha|Aparna Sen|Sudhir|Raza Murad|David Abraham|Utpal Dutt|Asrani|Kanu Roy|Amol Sen|Jerry|Mridula Rani|Siddharth|Anand Pal|Masterji|,,1 June 1977 (India)
Maha Badmaash,tt0382825,https://upload.wikimedia.org/wikipedia/en/e/e5/Mahabadmaashfilm.png,https://en.wikipedia.org/wiki/Maha_Badmaash,Maha Badmaash,Maha Badmaash,0,1977,\N,Action|Crime|Thriller,5.3,12.0,Ratan runs a legitimate casino  little knowing that he is under surveillance by an international gangster named Mogambha  who is unseen  but heard only. When Ratan is approached and asked to partner with Mogambha  he refuses  and is implicated in a murder of a man named Mombha. Thus entrapped  he agrees to be part of Mogambha's gang and is asked to work together with Pinky Nathani and Mike. Subsequently  Ratan is asked to kill Ajit Saxena  the Commissioner of Police  which he refuses to do. Mogambho's men then abduct his Secretary  Reddy  and his sister  Mala  and hold them for ransom until such time Ratan assassinates Ajit. Will Ratan commit this felony  or refuse at the risk of losing Reddy and Mala.,Ratan runs a legitimate casino  little knowing that he is under surveillance by an international gangster named Mogambha  who is unseen  but heard only. When Ratan is approached and asked ...                    ,,Vinod Khanna|Neetu Singh|,,
Mama Bhanja,tt0357890,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/MamaBhanjafilm.png/220px-MamaBhanjafilm.png,https://en.wikipedia.org/wiki/Mama_Bhanja,Mama Bhanja,Mama Bhanja,0,1977,\N,Comedy|Drama|Family,6.6,16.0,A dying mother leaves her orphan son to her only brother who brings up his nephew with love and care. The nephew grows up with a lot of values. One day the Uncle strikes it rich and is then hounded by a woman who seduces him for his money. This is see by the nephew but the Uncle does not understand. Now starts the job of the nephew to get this woman out of his uncles's life and show his uncle what she really is.,A dying mother leaves her orphan son to her only brother who brings up his nephew with love and care. The nephew grows up with a lot of values. One day the Uncle strikes it rich and is then...                    ,,Shammi Kapoor|Randhir Kapoor|Parveen Babi|Asha Sachdev|Nadira|Raj Kishore|Ram Mohan|Lalita Pawar|Hari Shivdasani|Moolchand|Jagdish Raj|Ghanshyam Rohera|Master Sailesh|Randhir|,,
